feature,mean_importance
MATCH_ZONE_J_OBSERVATION_ID_01f216dc6c80d0d9468f0d8a1a8b00cb,0.0
MATCH_ZONE_J_OBSERVATION_ID_01fafa625ed04bd0e7925a350c128089,0.0
MATCH_ZONE_J_OBSERVATION_ID_01fe8ea27aa9ac01f708caed25694f50,0.0
MATCH_ZONE_J_OBSERVATION_ID_01ff4e0330b7b0c1fe5b13a3272ac5e9,0.0
MATCH_ZONE_J_OBSERVATION_ID_0201a447ab2aa35f0f9845b5d8728516,0.0
MATCH_ZONE_J_OBSERVATION_ID_0203d51cebc7a27e84729aef93c83532,0.0
MATCH_ZONE_J_OBSERVATION_ID_015a37a077b4b7fac6b151bb9936c6b1,0.0
MATCH_ZONE_J_OBSERVATION_ID_0164ad8be78fd0988dd85dc39349aacb,0.0
MATCH_ZONE_J_OBSERVATION_ID_016d7cd74da28b1afa8f85bc46634838,0.0
MATCH_ZONE_J_OBSERVATION_ID_0170d40165bda4c0063f639105e20514,0.0
MATCH_ZONE_J_OBSERVATION_ID_01744dbbd40b06676964afda047c278c,0.0
MATCH_ZONE_J_OBSERVATION_ID_021b7aab1b3b745f37b31c97dd2e3c9d,0.0
MATCH_ZONE_J_OBSERVATION_ID_022a76a123feaaa72a8bcba71ee0eb7b,0.0
MATCH_ZONE_J_OBSERVATION_ID_022cc685434c1eb44b94e209722293ed,0.0
MATCH_ZONE_J_OBSERVATION_ID_021a570756329f1faeaab22c77ba275f,0.0
VICTORY_LOSS_TREND_ADVERSAIRE,0.017548614691111547
BACK_TO_SCHOOL,0.0223689403874718
COMPETITION,0.022644206863939413
AYANTDROITMAX,0.024439207017719233
ADVERSAIRE,0.02568258858551704
NUMBER_OF_HOME_MATCHES_ON_LAST_30_DAYS,0.026661397150771086
MATCH_ID,0.028184327721563502
FORFAIT_AND_REPORT,0.0330523126294618
PRIX_MOYEN_ZONE,0.03466136469837104
NB_CATEGORIES,0.03561443556149606
VICTORY_LOSS_TREND_OL,0.041549467520053306
OLRANKB4MATCH,0.04337570245823564
IS_HOLIDAYS,0.045324675237202294
MATCH_DATE,0.050348255880358586
MATCH_TIME,0.06494500529461958
ON_3_DAY_SALES_ROLLING_CUMUL,0.06688423106293319
MATCH_TEMPERATURE,0.06721634266433028
AVERAGE_PRICE_ZOT,0.07170296750630734
INVITMAX,0.07287847597664318
J_MOINS,0.07704614078233171
COMPETITION_STAGE,0.10781308402657123
SAISON,0.11921732683208282
REPUTATION_LEVEL_ADVERSAIRE,0.19314250189320611
ZONE,0.20042010605729876
AVG_ATTENDANCE_ZONE,0.31705958454139893
ABOVENDUMAX,0.6419333167002432
SALES_CUMUL,0.9941887427557692
